NpcParam_ID,Name,field,intended_value(MMV),current_value(mod)
41710468,Giant Putrid Flesh (Blood),chaosMatchingCorrectParamId,0,7700
41710468,Giant Putrid Flesh (Blood),hp,1893,162
41800033,Spirit Jellyfish,chaosMatchingCorrectParamId,0,7710
41800210,Spirit Jellyfish,chaosMatchingCorrectParamId,0,7710
41800312,Spirit Jellyfish,chaosMatchingCorrectParamId,0,7710
42000011,Man-Bat,chaosMatchingCorrectParamId,0,7710
42000064,Man-Bat (Siofra River),chaosMatchingCorrectParamId,0,7710
42000250,Man-Bat,chaosMatchingCorrectParamId,0,7710
42001250,Man-Bat,chaosMatchingCorrectParamId,0,7710
42010020,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42010112,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42010126,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42010133,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42010140,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42010141,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42010142,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42011026,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42011126,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42011142,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017000,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017400,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017442,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017500,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017542,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017600,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017642,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017700,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42017800,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42018000,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42018042,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42018100,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42018126,Operatic Bat,chaosMatchingCorrectParamId,0,7710
42300032,Land Octopus,chaosMatchingCorrectParamId,0,7710
42300050,Land Octopus,chaosMatchingCorrectParamId,0,7710
42400021,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42400032,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42400034,Fingercreeper (Leyndell),chaosMatchingCorrectParamId,0,7710
42400035,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42400150,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42400221,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405000,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405050,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405100,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405150,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405200,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405250,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405300,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405350,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405400,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405450,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405500,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405550,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405600,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405650,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405700,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405750,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405800,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42405850,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406000,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406050,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406100,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406150,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406200,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406250,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406300,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406350,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406400,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42406450,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407000,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407032,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407034,Fingercreeper  (Leyndell),chaosMatchingCorrectParamId,0,7710
42407035,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407100,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407132,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407200,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407300,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407400,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407500,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407600,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407700,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42407800,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42408000,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42408100,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42408200,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42408300,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42408400,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42408500,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42408800,Fingercreeper,chaosMatchingCorrectParamId,0,7710
42600512,Erdtree Burial Watchdog (Impalers Catacombs),chaosMatchingCorrectParamId,0,7730
42600940,Erdtree Burial Watchdog (Minor Erdtree Catacombs),chaosMatchingCorrectParamId,0,7730
42601920,Erdtree Burial Watchdog (Cliffbottom Catacombs),chaosMatchingCorrectParamId,0,7730
42601940,Erdtree Burial Watchdog (Minor Erdtree Catacombs),chaosMatchingCorrectParamId,0,7730
42602932,Erdtree Burial Watchdog (Wyndham Catacombs),chaosMatchingCorrectParamId,0,7730
42604152,Erdtree Burial Watchdog,chaosMatchingCorrectParamId,0,7730
42604652,Erdtree Burial Watchdog,chaosMatchingCorrectParamId,0,7730
42605152,Erdtree Burial Watchdog,chaosMatchingCorrectParamId,0,7730
42800054,Giant Ant,chaosMatchingCorrectParamId,0,7710
42800056,Giant Ant,chaosMatchingCorrectParamId,0,7710
42800260,Giant Ant (Stinger- Large Abdomen) (Ainsel River),chaosMatchingCorrectParamId,0,7710
42800354,Giant Ant (Replete),chaosMatchingCorrectParamId,0,7710
42800362,Giant Ant (Replete),chaosMatchingCorrectParamId,0,7710
42800562,Giant Ant,chaosMatchingCorrectParamId,0,7710
42900032,Bloodhound Knight,chaosMatchingCorrectParamId,0,7730
42900038,Bloodhound Knight,chaosMatchingCorrectParamId,0,7730
42900100,Bloodhound Knight,chaosMatchingCorrectParamId,0,7730
42900920,Bloodhound Knight (Boss),chaosMatchingCorrectParamId,0,7730
42909024,Bloodhound Knight,chaosMatchingCorrectParamId,0,7730
43000032,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000112,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000133,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000152,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000212,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000230,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000233,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000252,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000800,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43000900,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43001012,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43001040,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43001230,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43001240,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43001800,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43001900,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43002009,Wandering Noble (Sorcerer),chaosMatchingCorrectParamId,0,7710
43002032,Wandering Noble (Sorcerer),chaosMatchingCorrectParamId,0,7710
43002800,Wandering Noble (Sorcerer),chaosMatchingCorrectParamId,0,7710
43002900,Wandering Noble (Sorcerer),chaosMatchingCorrectParamId,0,7710
43003032,Wandering Noble (Banner),chaosMatchingCorrectParamId,0,7710
43003040,Wandering Noble (Banner),chaosMatchingCorrectParamId,0,7710
43003800,Wandering Noble (Banner),chaosMatchingCorrectParamId,0,7710
43003900,Wandering Noble (Banner),chaosMatchingCorrectParamId,0,7710
43004100,Wandering Noble (Chest),chaosMatchingCorrectParamId,0,7710
43004800,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43004900,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43005006,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43005040,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43005112,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43005130,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43005212,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43005233,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43006012,Wandering Noble (Poisoned),chaosMatchingCorrectParamId,0,7710
43006052,Wandering Noble (Poisoned),chaosMatchingCorrectParamId,0,7710
43006112,Wandering Noble (Poisoned),chaosMatchingCorrectParamId,0,7710
43006212,Wandering Noble (Poisoned),chaosMatchingCorrectParamId,0,7710
43006352,Wandering Noble (Poisoned),chaosMatchingCorrectParamId,0,7710
43006738,Wandering Noble (Poisoned),chaosMatchingCorrectParamId,0,7710
43007010,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007012,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007020,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007030,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007040,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007052,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007100,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007110,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007112,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007120,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007130,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43007150,Wandering Noble,chaosMatchingCorrectParamId,0,7710
43009010,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009012,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009110,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009120,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009130,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009132,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009140,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009150,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009212,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009220,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009232,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009240,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009250,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009252,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009320,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009330,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009332,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009340,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009350,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009352,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43009366,Wandering Noble (Stranded Soul),chaosMatchingCorrectParamId,0,7710
43110009,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43110912,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43110914,Godrick Soldier (Stormveil Castle),chaosMatchingCorrectParamId,0,7710
43111140,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43111212,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43111312,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43111313,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43111412,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43112012,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43112112,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43112212,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43112412,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43113012,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43113040,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43113906,Soldier of Godrick (Boss),chaosMatchingCorrectParamId,0,7710
43114012,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43114090,Godrick Soldier,chaosMatchingCorrectParamId,0,7710
43130035,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43130134,Leyndell Soldier (Leyndell),chaosMatchingCorrectParamId,0,7710
43130232,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43130335,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43130435,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43130535,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43131034,Leyndell Soldier (Leyndell),chaosMatchingCorrectParamId,0,7710
43131132,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43133035,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43133135,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43134032,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43134132,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43134332,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43135132,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43137032,Leyndell Soldier,chaosMatchingCorrectParamId,0,7710
43140042,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43140242,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43140342,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43140440,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43140542,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43140642,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43141042,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43141340,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43141342,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43141442,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43142042,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43142142,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43142242,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43143042,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43143142,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43143242,Radahn Soldier,chaosMatchingCorrectParamId,0,7710
43150052,Mausoleum Soldier,chaosMatchingCorrectParamId,0,7710
43150266,Mausoleum Soldier,chaosMatchingCorrectParamId,0,7710
43151052,Mausoleum Soldier,chaosMatchingCorrectParamId,0,7710
43151266,Mausoleum Soldier,chaosMatchingCorrectParamId,0,7710
43152052,Mausoleum Soldier,chaosMatchingCorrectParamId,0,7710
43153052,Mausoleum Soldier,chaosMatchingCorrectParamId,0,7710
43210012,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43210142,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43210152,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43211012,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43211142,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43211152,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43212012,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43212040,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43212142,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43212152,Vulgar Militia,chaosMatchingCorrectParamId,0,7710
43400032,Mad Pumpkin Head,chaosMatchingCorrectParamId,0,7730
43400040,Mad Pumpkin Head,chaosMatchingCorrectParamId,0,7730
43400910,Mad Pumpkin Head (Boss),chaosMatchingCorrectParamId,0,7730
43400940,Mad Pumpkin Head (Flail),chaosMatchingCorrectParamId,0,7730
43401940,Mad Pumpkin Head (Hammer),chaosMatchingCorrectParamId,0,7730
43511000,Godrick Knight,chaosMatchingCorrectParamId,0,7730
43530036,Leyndell Knight,chaosMatchingCorrectParamId,0,7750
43530235,Leyndell Knight,chaosMatchingCorrectParamId,0,7750
43530534,Leyndell Knight (Leyndell),chaosMatchingCorrectParamId,0,7750
43531032,Leyndell Knight,chaosMatchingCorrectParamId,0,7750
43531036,Leyndell Knight,chaosMatchingCorrectParamId,0,7750
43531132,Leyndell Knight,chaosMatchingCorrectParamId,0,7750
43531136,Leyndell Knight,chaosMatchingCorrectParamId,0,7750
43531234,Leyndell Knight (Leyndell),chaosMatchingCorrectParamId,0,7750
43540042,Redmane Knight,chaosMatchingCorrectParamId,0,7730
43540242,Redmane Knight,chaosMatchingCorrectParamId,0,7730
43541042,Redmane Knight,chaosMatchingCorrectParamId,0,7730
43542042,Redmane Knight,chaosMatchingCorrectParamId,0,7730
43550052,Mausoleum Knight,chaosMatchingCorrectParamId,0,7730
43551052,Mausoleum Knight,chaosMatchingCorrectParamId,0,7730
43551066,Mausoleum Knight,chaosMatchingCorrectParamId,0,7730
43551152,Mausoleum Knight,chaosMatchingCorrectParamId,0,7730
43552052,Mausoleum Knight,chaosMatchingCorrectParamId,0,7730
43710040,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43710540,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43711040,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43711512,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43711612,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43711812,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43712012,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43712512,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43712540,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43713012,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43713040,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43714040,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43716012,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43716040,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43717012,Godrick Foot Soldier,chaosMatchingCorrectParamId,0,7710
43731050,Leyndell Foot Soldier,chaosMatchingCorrectParamId,0,7710
43731732,Leyndell Foot Soldier,chaosMatchingCorrectParamId,0,7710
43734032,Leyndell Foot Soldier,chaosMatchingCorrectParamId,0,7710
43734034,Leyndell Foot Soldier (Leyndell),chaosMatchingCorrectParamId,0,7710
43734035,Leyndell Foot Soldier,chaosMatchingCorrectParamId,0,7710
43734535,Leyndell Foot Soldier,chaosMatchingCorrectParamId,0,7710
43740042,Radahn Foot Soldier,chaosMatchingCorrectParamId,0,7710
43740342,Radahn Foot Soldier,chaosMatchingCorrectParamId,0,7710
43740542,Radahn Foot Soldier,chaosMatchingCorrectParamId,0,7710
43742040,Radahn Foot Soldier,chaosMatchingCorrectParamId,0,7710
43742042,Radahn Foot Soldier,chaosMatchingCorrectParamId,0,7710
43742540,Radahn Foot Soldier,chaosMatchingCorrectParamId,0,7710
43746042,Radahn Foot Soldier,chaosMatchingCorrectParamId,0,7710
43747042,Radahn Foot Soldier,chaosMatchingCorrectParamId,0,7710
43751052,Mausoleum Foot Soldier,chaosMatchingCorrectParamId,0,7710
43800032,Starcaller,chaosMatchingCorrectParamId,0,7700
43800042,Starcaller,chaosMatchingCorrectParamId,0,7700
43820033,Stonedigger,chaosMatchingCorrectParamId,0,7710
43820052,Stonedigger,chaosMatchingCorrectParamId,0,7710
43821033,Stonedigger,chaosMatchingCorrectParamId,0,7710
43821052,Stonedigger,chaosMatchingCorrectParamId,0,7710
43823012,Stonedigger,chaosMatchingCorrectParamId,0,7710
43823033,Stonedigger,chaosMatchingCorrectParamId,0,7710
43827052,Stonedigger,chaosMatchingCorrectParamId,0,7710
44400012,Land Squirt,chaosMatchingCorrectParamId,0,7700
44400032,Land Squirt,chaosMatchingCorrectParamId,0,7700
44400040,Land Squirt,chaosMatchingCorrectParamId,0,7700
44500012,Walking Mausoleum,chaosMatchingCorrectParamId,0,7740
44500020,Walking Mausoleum,chaosMatchingCorrectParamId,0,7740
44500050,Walking Mausoleum,chaosMatchingCorrectParamId,0,7740
44500052,Walking Mausoleum,chaosMatchingCorrectParamId,0,7740
44500066,Walking Mausoleum,chaosMatchingCorrectParamId,0,7740
44501020,Walking Mausoleum,chaosMatchingCorrectParamId,0,7740
44600032,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44600036,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44600040,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44600840,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44601032,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44601040,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44601840,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44607000,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44607100,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44607200,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44607800,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44608000,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44608600,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44608700,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44608800,Flame Chariot,chaosMatchingCorrectParamId,0,7740
44700034,Abductor Virgin (Leyndell),chaosMatchingCorrectParamId,0,7730
44700938,Abductor Virgin (Boss),chaosMatchingCorrectParamId,0,7730
44701938,Abductor Virgin (Boss),chaosMatchingCorrectParamId,0,7730
44800034,Miranda Blossom (Leyndell),chaosMatchingCorrectParamId,0,7740
44800040,Miranda Blossom,chaosMatchingCorrectParamId,0,7740
44800054,Miranda Blossom,chaosMatchingCorrectParamId,0,7740
44800130,Miranda Blossom (Frenzy),chaosMatchingCorrectParamId,0,7740
44800140,Miranda Blossom (Frenzy),chaosMatchingCorrectParamId,0,7740
44800912,Miranda Blossom,chaosMatchingCorrectParamId,0,7740
44800930,Miranda the Blighted Bloom,chaosMatchingCorrectParamId,0,7740
44810032,Miranda Sprout,chaosMatchingCorrectParamId,0,7710
44810040,Miranda Sprout,chaosMatchingCorrectParamId,0,7710
44810054,Miranda Sprout,chaosMatchingCorrectParamId,0,7710
44810130,Miranda Sprout (Frenzy),chaosMatchingCorrectParamId,0,7710
44810500,Miranda Sprout,chaosMatchingCorrectParamId,0,7710
44810540,Miranda Sprout,chaosMatchingCorrectParamId,0,7710
44810912,Miranda Sprout (Boss),chaosMatchingCorrectParamId,0,7710
44811430,Miranda Sprout (Burrowed),chaosMatchingCorrectParamId,0,7710
44812000,Miranda Blossom CASTLE,hp,1200,314
44900011,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900014,Living Jar Warrior (Stormveil Castle),chaosMatchingCorrectParamId,0,7710
44900021,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900024,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900032,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900033,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900034,Living Jar Warrior (Leyndell),chaosMatchingCorrectParamId,0,7710
44900035,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900038,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900050,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900124,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44900320,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907000,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907035,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907038,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907050,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907100,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907150,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907200,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907250,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907300,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907350,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907400,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44907450,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44908100,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44908300,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44908400,Living Jar Warrior,chaosMatchingCorrectParamId,0,7710
44909000,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909040,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909040,Alexander- Warrior Jar,hp,3600,314
44909100,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909132,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909200,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909310,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909410,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909540,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909620,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909640,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909732,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909850,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
44909850,Alexander- Warrior Jar,hp,1728,314
44909972,Alexander- Warrior Jar,chaosMatchingCorrectParamId,0,7710
45000042,Flying Dragon Greyll (Caelid),chaosMatchingCorrectParamId,0,7740
45000072,Flying Dragon,chaosMatchingCorrectParamId,0,7740
45001072,Flying Dragon,chaosMatchingCorrectParamId,0,7740
45008024,Flying Dragon (Rennala),chaosMatchingCorrectParamId,0,7740
45010040,Decaying Ekzykes (Caelid),chaosMatchingCorrectParamId,0,7740
45030050,Borealis the Freezing Fog (Mountaintops),chaosMatchingCorrectParamId,0,7740
45101272,Ancient Dragon,chaosMatchingCorrectParamId,0,7750
45102030,Ancient Dragon Lansseax (Boss),chaosMatchingCorrectParamId,0,7750
45102272,Ancient Dragon,chaosMatchingCorrectParamId,0,7750
45505050,Giant Dog (Snowfield),chaosMatchingCorrectParamId,0,7730
45600042,Giant Crow,chaosMatchingCorrectParamId,0,7740
45701072,Wormface,chaosMatchingCorrectParamId,0,7710
45800030,Wormface (Boss),chaosMatchingCorrectParamId,0,7750
46000020,Troll,chaosMatchingCorrectParamId,0,7740
46000032,Troll,chaosMatchingCorrectParamId,0,7740
46000050,Troll,chaosMatchingCorrectParamId,0,7740
