ID,getSoul
52406101,100
52406188,100
52406189,100
52406190,100
52406194,100
52406200,100
52406280,100
52406283,100
52406300,100
52406400,100
52406500,100
52406600,100
52406700,100
52406800,100
52407000,100
52407001,100
52407090,100
52407400,100
52407500,100
52408000,100
52408001,100
52408086,100
52408100,100
52408186,100
52409000,100
52409080,100
52409081,100
52409090,100
52409100,100
52409181,100
52409183,100
52409186,100
52409188,100
52409200,100
52409287,100
52409300,100
52409380,100
52409384,100
52410000,100
52410086,100
52410089,100
52410090,100
52500000,475
52500001,475
52500010,475
52500090,475
52500100,475
52500101,475
52501000,475
52501001,475
52501040,475
52501090,475
52501100,475
52501101,475
52501200,475
52501201,475
52501300,475
52501301,475
52501400,475
52501401,475
52501989,475
52502000,475
52502001,475
52502089,475
53110000,475
53110010,475
53110020,475
53110030,475
53110040,475
53110100,475
53110110,475
53110120,475
53110180,475
53110186,475
53110189,475
53110200,475
53110201,475
53110202,475
53110286,475
53110300,475
53110301,475
53110386,475
53110400,475
53110500,475
53110600,475
53110686,475
53111000,475
53111010,475
53111020,475
53111030,475
53111040,475
53111100,475
53111101,475
53111102,475
53111186,475
53111200,475
53111300,475
53111386,475
53120000,475
53120001,475
53120086,475
53120100,475
53200000,475
53200086,475
53200089,475
53200100,475
53200101,475
53200102,475
53200186,475
53200200,475
53200286,475
53207000,475
57500080,100
57500084,100
57500090,100
57500098,100
57500400,100
57500480,100
57500484,100
57500490,100
57500498,100
57507000,100
57508000,100
57508080,100
57508100,100
57508180,100
57508200,100
57508290,100
57508300,100
57508380,100
57508400,100
57508490,100
57508500,100
57510000,100
57510002,100
57510080,100
57510084,100
57510090,100
57510098,100
57510100,100
57510200,100
57510300,100
57510400,100
57510500,100
57510600,100
58100000,3750
58100001,3750
58100083,3750
58100093,3750
58100100,3750
58100900,3750
58100910,3750
58100920,3750
58100980,3750
58100990,3750
58200000,475
58200001,475
58200090,475
58200093,475
58200095,475
58200990,475
58300000,100
58300001,100
58300093,100
58300100,100
58300101,100
58300182,100
58300190,100
58300193,100
58300200,100
58300293,100
58300298,100
58300300,100
58300301,100
58300393,100
58300398,100
58300400,100
58300401,100
58300500,100
58300501,100
58300580,100
58300593,100
58300600,100
58301000,100
58302000,100
58303000,100
58309000,100
58309082,100
58309090,100
58309098,100
58600000,3750
58600001,3750
58600010,3750
58600080,3750
58600083,3750
58600090,3750
58600200,3750
60310000,100
60310010,100
60310012,100
60310020,100
60310022,100
60310030,100
60310032,100
60310033,100
60310042,100
60900000,100
60900010,100
60900012,100
60900020,100
60900022,100
60900030,100
60900032,100
60900033,100
60900040,100
60900042,100
60900050,100
60900052,100
60900064,100
60910000,100
60911000,100
70000000,100
70000100,100
70001000,100
70001100,100
70002000,100
70002100,100
70003000,100
70003100,100
70004000,100
70004100,100
70005000,100
70005100,100
71000012,475
71000050,475
71000115,475
71000950,475
75000000,4375
75000010,4375
75000020,4375
75000200,4375
75000210,4375
75001000,4375
75001010,4375
75001020,4375
75001100,4375
75001110,4375
75002000,4375
75002010,4375
75002020,4375
75002100,4375
75002110,4375
75002200,4375
75002210,4375
75003000,4375
75003010,4375
75003020,4375
75003100,4375
75003110,4375
75003200,4375
75003210,4375
75009000,4375
75009100,4375
75009200,4375
75009900,4375
75100010,4375
75100020,4375
75110010,4375
75200000,4375
75200020,4375
75200030,4375
75200110,4375
75200120,4375
75210000,4375
75210010,4375
75300000,4375
75300010,4375
75300020,4375
75300110,4375
75300120,4375
75400000,4375
75400020,4375
75400100,4375
75401000,4375
75410000,4375
75600000,4375
75600020,4375
75600100,4375
75600120,4375
75609000,4375
75610000,4375
75610010,4375
75619000,4375
75700000,4375
75700010,4375
75700020,4375
75700030,4375
75800000,4375
75800010,4375
75801000,4375
75802000,4375
75802010,4375
75809000,4375
75809100,4375
75809200,4375
76000000,4375
76000010,4375
76001000,4375
76001010,4375
76002000,4375
76009000,4375
76100000,2500
76100010,2500
76100020,2500
76109000,2500
76200000,4375
76200010,4375
76200020,4375
76200030,4375
76200040,4375
76200050,4375
76200060,4375
76200070,4375
76200110,4375
76200210,4375
76200220,4375
76200230,4375
76200240,4375
76200250,4375
76200260,4375
76200270,4375
76200310,4375
76200320,4375
76200330,4375
76200340,4375
76200350,4375
76200360,4375
76200370,4375
76209000,4375
76209010,4375
76209020,4375
76209030,4375
76209050,4375
76500000,100
76500010,100
76510000,100
76510010,100
76510100,100
76510110,100
76600000,2500
76600010,2500
77000000,3750
77000010,3750
77009000,3750
77009010,3750
77100000,3750
77100010,3750
77100020,3750
77109000,3750
77110000,100
77110010,100
77119000,100
77120000,100
77120010,100
77129000,100
77200000,3750
78000000,3750
78000010,3750
78009000,3750
78200000,3750
78200010,3750
78209000,3750
79000000,3750
79000020,3750
79009000,3750
79100000,3750
79100010,3750
79100020,3750
79109000,3750
79200000,3750
79209000,3750
79300000,3750
79300010,3750
79300100,3750
79300110,3750
79301000,3750
79301100,3750
79310000,100
79320000,100
79320001,100
79320002,100
79320003,100
80000000,100
81000000,100
81000010,100
81000012,100
81000014,100
81000030,100
81000041,100
81000051,100
81000056,100
81010000,100
81010010,100
81010012,100
81010030,100
81010041,100
81010050,100
81100000,100
81100014,100
81100020,100
81100041,100
81100050,100
89100000,100
501060020,2500
501060024,2500
501060062,2500
501060078,2500
501060162,2500
501060262,2500
501060362,2500
501060462,2500
501120034,3750
504020088,475
504020188,475
521010000,3750
521020000,3750
521030000,3750
521030100,3750
521030700,3750
521040000,3750
521040010,3750
521050000,3750
521050700,3750
521060000,3750
521060100,3750
521060200,3750
521060700,3750
521060800,3750
521070000,3750
521080000,3750
521080700,3750
521090000,3750
521090100,3750
521090200,3750
524070000,100
524070001,100
524070081,100
524090100,100
524090190,100
524090290,100
524130098,100
524140189,100
524140198,100
524140289,100
524150189,100
524150289,100
524160199,100
524160289,100
524170189,100
524170289,100
524180189,100
524180198,100
524180199,100
524180289,100
524190189,100
700035000,100
700035001,100
700035002,100
700035003,100
700035004,100
700035005,100
700035100,100
700035101,100
700035102,100
700035103,100
700035104,100
700035105,100
700035200,100
700035201,100
700035202,100
700035203,100
700035204,100
700035205,100
700035300,100
700035301,100
700035302,100
700035303,100
700035304,100
700035305,100
700035400,100
700035401,100
700035402,100
700035403,100
700035404,100
700035405,100
700035500,100
700035501,100
700035502,100
700035503,100
700035504,100
700035505,100
700035600,100
700035601,100
700035602,100
700035603,100
700035604,100
700035605,100
700035700,100
700035701,100
700035702,100
700035703,100
700035704,100
700035705,100
700035800,100
700035801,100
700035802,100
700035803,100
700035804,100
700035805,100
700035900,100
700035901,100
700035902,100
700035903,100
700035904,100
700035905,100
